condition	symptom_id
sjogrens-syndrome	440
sjogrens-syndrome	602
sjogrens-syndrome	742
sjogrens-syndrome	970
sjogrens-syndrome	1123
sjogrens-syndrome	1170
skin-abscess	145
skin-abscess	1171
slapped-cheek-syndrome	19
slapped-cheek-syndrome	37
slapped-cheek-syndrome	312
slapped-cheek-syndrome	1172
sleep-apnoea	38
sleep-apnoea	72
sleep-apnoea	403
sleep-apnoea	1173
sleep-apnoea	1174
sleep-apnoea	1175
sleep-apnoea	1176
sleep-apnoea	1177
slipped-disc	141
slipped-disc	281
slipped-disc	306
slipped-disc	1178
slipped-disc	1179
spina-bifida	128
spina-bifida	289
spina-bifida	306
spina-bifida	1029
spina-bifida	1180
spina-bifida	1181
spina-bifida	1182
spinal-muscular-atrophy-sma	276
spinal-muscular-atrophy-sma	283
spinal-muscular-atrophy-sma	306
spinal-muscular-atrophy-sma	467
spinal-muscular-atrophy-sma	1181
spondylolisthesis	1179
spondylolisthesis	1183
spondylolisthesis	1184
spondylolisthesis	1185
stammering	1186
stammering	1187
stammering	1188
stammering	1189
stammering	1190
stammering	1191
stammering	1192
stammering	1193
stevens-johnson-syndrome	64
stevens-johnson-syndrome	132
stevens-johnson-syndrome	900
stevens-johnson-syndrome	914
stevens-johnson-syndrome	1194
stevens-johnson-syndrome	1195
stevens-johnson-syndrome	1196
stomach-cancer	12
stomach-cancer	40
stomach-cancer	49
stomach-cancer	54
stomach-cancer	684
stomach-cancer	741
stomach-cancer	898
stomach-cancer	1004
stomach-cancer	1006
stomach-ulcer	59
stomach-ulcer	400
stomach-ulcer	1197
stomach-ulcer	1198
stroke	18
stroke	49
stroke	84
stroke	238
stroke	239
stroke	520
stroke	727
subarachnoid-haemorrhage	21
subarachnoid-haemorrhage	49
subarachnoid-haemorrhage	51
subarachnoid-haemorrhage	75
subarachnoid-haemorrhage	89
subarachnoid-haemorrhage	299
subarachnoid-haemorrhage	303
sunburn	365
sunburn	918
sunburn	1199
sunburn	1200
sunburn	1201
supraventricular-tachycardia-svt	7
supraventricular-tachycardia-svt	18
supraventricular-tachycardia-svt	38
supraventricular-tachycardia-svt	46
syphilis	46
syphilis	349
syphilis	366
syphilis	1202
syphilis	1203
syphilis	1204
syphilis	1205
syphilis	1206
temporal-arteritis	361
temporal-arteritis	418
temporal-arteritis	1207
temporal-arteritis	1208
temporal-arteritis	1209
temporal-arteritis	1210
temporomandibular-disorder-tmd	1209
temporomandibular-disorder-tmd	1211
temporomandibular-disorder-tmd	1212
temporomandibular-disorder-tmd	1213
temporomandibular-disorder-tmd	1214
tendonitis	446
tendonitis	718
tendonitis	1010
tendonitis	1215
tendonitis	1216
tennis-elbow	339
tennis-elbow	1217
tennis-elbow	1218
tennis-elbow	1219
tennis-elbow	1220
tennis-elbow	1221
tennis-elbow	1222
tension-headaches	19
tension-headaches	1223
tension-headaches	1224
tension-headaches	1225
tension-headaches	1226
tetanus	12
tetanus	37
tetanus	64
tetanus	89
tetanus	197
tetanus	748
tetanus	1227
thoracic-outlet-syndrome	358
thoracic-outlet-syndrome	1228
thoracic-outlet-syndrome	1229
thoracic-outlet-syndrome	1230
thoracic-outlet-syndrome	1231
thrombophilia	147
thrombophilia	1232
thyroid-cancer	10
thyroid-cancer	101
thyroid-cancer	283
thyroid-cancer	332
thyroid-cancer	347
thyroid-cancer	356
thyroid-cancer	388
thyroid-cancer	959
thyroid-cancer	1233
tinnitus	17
tinnitus	1234
tinnitus	1235
tongue-tie	10
tongue-tie	1236
tongue-tie	1237
tongue-tie	1238
tongue-tie	1239
tongue-tie	1240
tongue-tie	1241
tongue-tie	1242
tongue-tie	1243
tongue-tie	1244
tonsillitis	12
tonsillitis	19
tonsillitis	37
tonsillitis	38
tonsillitis	49
tonsillitis	332
tonsillitis	366
tonsillitis	540
tonsillitis	1245
tooth-decay	537
tooth-decay	1246
tooth-decay	1247
toxic-shock-syndrome	37
toxic-shock-syndrome	46
toxic-shock-syndrome	440
toxic-shock-syndrome	1133
toxocariasis	37
toxocariasis	105
toxocariasis	248
toxocariasis	300
toxocariasis	416
toxocariasis	872
toxocariasis	1248
toxoplasmosis	37
toxoplasmosis	38
toxoplasmosis	46
toxoplasmosis	49
toxoplasmosis	78
toxoplasmosis	84
toxoplasmosis	332
toxoplasmosis	366
toxoplasmosis	889
toxoplasmosis	1249
transient-ischaemic-attack-tia	1250
transient-ischaemic-attack-tia	1251
transient-ischaemic-attack-tia	1252
trichomoniasis	244
trichomoniasis	257
trichomoniasis	270
trichomoniasis	343
trichomoniasis	1080
trichomoniasis	1253
trichomoniasis	1254
trigeminal-neuralgia	1255
trigeminal-neuralgia	1256
trigger-finger	357
trigger-finger	1257
trigger-finger	1258
tuberculosis-tb	10
tuberculosis-tb	19
tuberculosis-tb	37
tuberculosis-tb	39
tuberculosis-tb	40
tuberculosis-tb	50
tuberculosis-tb	54
tuberculosis-tb	95
tuberculosis-tb	101
tuberculosis-tb	132
tuberculosis-tb	160
tuberculosis-tb	242
tuberculosis-tb	267
tuberculosis-tb	299
tuberculosis-tb	366
tuberculosis-tb	440
tuberculosis-tb	1259
turner-syndrome	487
turner-syndrome	1260
typhoid-fever	37
typhoid-fever	38
typhoid-fever	40
typhoid-fever	267
typhoid-fever	342
typhoid-fever	388
typhoid-fever	461
typhoid-fever	1261
typhus	37
typhus	49
typhus	267
ulcerative-colitis	10
ulcerative-colitis	123
ulcerative-colitis	346
ulcerative-colitis	461
ulcerative-colitis	576
ulcerative-colitis	1139
ulcerative-colitis	1262
umbilical-hernia	1263
underactive-thyroid-hypothyroidism	29
underactive-thyroid-hypothyroidism	54
underactive-thyroid-hypothyroidism	72
underactive-thyroid-hypothyroidism	113
underactive-thyroid-hypothyroidism	347
underactive-thyroid-hypothyroidism	738
underactive-thyroid-hypothyroidism	798
underactive-thyroid-hypothyroidism	968
undescended-testicles	1264
urethritis	244
urethritis	257
urethritis	1265
urinary-incontinence	86
urinary-incontinence	270
urinary-incontinence	1266
urinary-incontinence	1267
urinary-incontinence	1268
urinary-tract-infections-utis	37
urinary-tract-infections-utis	39
urinary-tract-infections-utis	54
urinary-tract-infections-utis	86
urinary-tract-infections-utis	233
urinary-tract-infections-utis	242
urinary-tract-infections-utis	243
urinary-tract-infections-utis	244
urinary-tract-infections-utis	269
urinary-tract-infections-utis	493
urinary-tract-infections-utis	573
urinary-tract-infections-utis	841
urinary-tract-infections-utis	1269
urinary-tract-infections-utis	1270
urinary-tract-infections-utis	1271
urinary-tract-infections-utis	1272
urinary-tract-infections-utis	1273
urinary-tract-infections-utis	1274
urinary-tract-infections-utis	1275
uveitis	79
uveitis	239
uveitis	301
uveitis	565
uveitis	872
uveitis	1276
vaginitis	244
vaginitis	350
vaginitis	596
vaginitis	688
vaginitis	1170
vaginitis	1254
varicose-eczema	46
varicose-eczema	365
varicose-eczema	863
varicose-eczema	866
varicose-eczema	1048
varicose-eczema	1277
varicose-eczema	1278
varicose-eczema	1279
varicose-eczema	1280
varicose-eczema	1281
varicose-eczema	1282
varicose-veins	50
varicose-veins	866
varicose-veins	904
varicose-veins	1281
varicose-veins	1283
varicose-veins	1284
vascular-dementia	72
vascular-dementia	109
vascular-dementia	183
vascular-dementia	305
vascular-dementia	520
vascular-dementia	670
vascular-dementia	1285
vascular-dementia	1286
vertigo	18
vertigo	1287
vitamin-b12-or-folate-deficiency-anaemia	54
vitamin-b12-or-folate-deficiency-anaemia	306
vitamin-b12-or-folate-deficiency-anaemia	348
vitamin-b12-or-folate-deficiency-anaemia	358
vitamin-b12-or-folate-deficiency-anaemia	361
vitamin-b12-or-folate-deficiency-anaemia	827
vitamin-b12-or-folate-deficiency-anaemia	1288
vitamin-b12-or-folate-deficiency-anaemia	1289
vitamin-b12-or-folate-deficiency-anaemia	1290
vitiligo	1048
vitiligo	1291
vitiligo	1292
vitiligo	1293
vitiligo	1294
von-willebrand-disease	29
von-willebrand-disease	46
von-willebrand-disease	122
von-willebrand-disease	233
von-willebrand-disease	591
von-willebrand-disease	710
von-willebrand-disease	716
von-willebrand-disease	756
von-willebrand-disease	1295
von-willebrand-disease	1296
von-willebrand-disease	1297
vulvodynia	339
vulvodynia	877
vulvodynia	1298
vulvodynia	1299
vulvodynia	1300
warts-and-verrucas	687
warts-and-verrucas	1301
whooping-cough	169
whooping-cough	496
whooping-cough	538
whooping-cough	628
whooping-cough	739
whooping-cough	1302
whooping-cough	1303
wolff-parkinson-white-syndrome	7
wolff-parkinson-white-syndrome	18
wolff-parkinson-white-syndrome	64
wolff-parkinson-white-syndrome	165
wolff-parkinson-white-syndrome	197
yellow-fever	37
yellow-fever	40
yellow-fever	41
yellow-fever	46
yellow-fever	49
yellow-fever	242
yellow-fever	267
yellow-fever	343
yellow-fever	594
yellow-fever	889
yellow-fever	1304
